property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,breez global heights,sohna road,0.26,6599.0,1,1,1,New Property,438.0,0,0,0,0,0,0,Low,High Floor
house,rk excelo,sector 12,0.6,13333.0,5,3,2,Moderately Old,30.0,0,0,0,0,1,0,Low,Mid Floor
flat,ramsons kshitij,sector 95,0.29,5179.0,2,2,2,Relatively New,507.0,0,0,0,0,0,0,Medium,High Floor
house,independent,sector 1,1.85,16003.0,4,3,2,Moderately Old,1284.0,0,0,0,0,0,0,Low,Mid Floor
flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,Old Property,1573.0,0,0,0,0,0,1,High,High Floor
flat,brisk lumbini terrace homes,sector 109,1.5,6617.0,3,3,1,New Property,2519.0,0,1,0,0,0,0,Medium,Mid Floor
flat,indiabulls enigma,sector 110,4.0,9850.0,4,4,3,New Property,3350.0,0,0,0,0,0,0,Medium,High Floor
flat,global height,sohna road,0.45,6338.0,2,2,2,Relatively New,789.0,0,0,0,0,0,2,Medium,High Floor
flat,spectrum centre,sector 82a,0.62,9538.0,1,1,0,Relatively New,650.0,0,0,0,0,0,0,Low,High Floor
flat,dlf new town heights,sector 90,1.15,5959.0,3,3,3+,Relatively New,1747.0,0,1,0,1,0,0,High,High Floor
flat,vatika gurgaon,sector 83,1.4,6629.0,3,3,2,Relatively New,1570.0,0,0,0,0,0,1,Medium,High Floor
house,independent,sector 57,3.15,20349.0,5,4,3+,Moderately Old,1548.0,0,0,1,0,0,1,Medium,Low Floor
flat,chd avenue,sector 71,0.98,6049.0,3,3,3,Moderately Old,1466.0,1,0,0,0,0,0,Medium,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3,3,3+,Relatively New,1465.0,0,0,0,0,0,0,Medium,Low Floor
flat,m3m golfestate,sector 65,5.0,16667.0,3,3,3,Relatively New,3245.0,0,1,0,0,0,1,High,Low Floor
flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3,3,3,Relatively New,1650.0,1,1,0,0,0,0,Low,Mid Floor
flat,godrej nature plus,sector 33,1.65,8267.0,3,3,3,Under Construction,2218.0,0,1,0,0,0,0,Medium,Low Floor
flat,paras dews,sector 106,2.1,8917.0,4,6,3+,Relatively New,2131.0,0,1,0,0,1,0,Medium,High Floor
flat,jammu and kashmir bank employees cghs,sector 9,0.95,6129.0,3,3,2,Moderately Old,1403.0,0,0,0,0,1,0,Low,Mid Floor
flat,ats kocoon,sector 109,2.2,10501.0,3,4,3,Relatively New,1860.0,0,1,0,0,0,0,High,High Floor
flat,vipul world,sector 48,1.38,9485.0,3,3,1,Relatively New,1611.0,0,0,0,0,0,0,Medium,Low Floor
house,nul,sector 25,15.0,23438.0,5,5,3,Moderately Old,6400.0,1,1,0,1,0,1,High,Low Floor
flat,uphaar residency 2,sector 105,0.42,5600.0,3,2,1,Moderately Old,833.0,0,0,0,0,1,0,Low,Low Floor
flat,smart world orchard,sector 61,2.55,15644.0,3,3,2,New Property,1630.0,0,0,0,0,1,0,Low,Mid Floor
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,New Property,2339.0,0,1,0,0,1,0,Medium,High Floor
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4,3,2,Relatively New,3150.0,0,1,0,0,0,0,Low,Low Floor
house,uppal southend,sector 49,3.75,25562.0,6,6,3,Moderately Old,1467.0,0,0,0,0,1,0,Medium,Mid Floor
flat,smartworld 1dxp,sector 113,2.75,10589.0,4,4,3+,Under Construction,2886.0,1,1,0,1,0,2,Medium,High Floor
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3,3,3+,New Property,1619.0,0,0,0,0,0,0,Low,High Floor
flat,dlf the primus,sector 82a,1.85,10176.0,3,3,3,Moderately Old,1677.0,0,0,0,0,1,0,Medium,High Floor
flat,ramprastha city,dwarka expressway,1.3,9286.0,3,3,2,Under Construction,1267.0,0,0,0,0,0,0,Low,Mid Floor
flat,dlf regal gardens,sector 90,1.23,7053.0,3,3,2,Relatively New,1578.0,0,0,0,0,1,0,Low,High Floor
flat,m3m heights,sector 65,2.65,18493.0,2,2,3,New Property,1433.0,1,0,0,0,0,0,Medium,Mid Floor
house,independent,sector 9,1.65,18333.0,2,3,0,Old Property,900.0,0,0,0,0,0,0,Low,Mid Floor
flat,dlf trinity towers,sector 43,3.8,15510.0,3,3,3+,Moderately Old,2450.0,0,1,0,1,0,1,Medium,Low Floor
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3+,Relatively New,1975.0,1,1,0,0,0,1,High,Low Floor
flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,New Property,3950.0,0,0,0,0,0,0,Medium,High Floor
flat,bestech park view residency,sector 2,1.5,7825.0,3,4,3+,Moderately Old,1738.0,0,1,0,0,0,0,High,High Floor
house,ninex city,sector 76,1.75,6250.0,4,4,0,New Property,3111.0,0,0,0,0,0,0,Low,High Floor
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3,3,3,Under Construction,1721.0,0,0,0,0,0,0,Low,Low Floor
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,Relatively New,1315.0,0,1,0,0,0,0,High,High Floor
flat,paras dews,sector 106,1.05,8537.0,3,4,3+,Relatively New,1345.0,0,1,0,0,0,0,High,High Floor
flat,unitech heritage city,sector 14,4.26,13108.0,4,4,0,Old Property,3250.0,0,0,0,0,0,0,Low,High Floor
flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,New Property,670.0,1,0,0,0,0,1,High,High Floor
house,ansals florence villa,sector 57,3.65,10580.0,6,6,2,Moderately Old,3450.0,1,1,1,1,0,2,High,Mid Floor
flat,sbtl caladium,sector 109,1.2,6383.0,3,2,2,Relatively New,1701.0,0,0,0,0,0,0,High,High Floor
flat,m3m woodshire,sector 107,0.98,6422.0,2,2,3,Relatively New,1281.0,1,0,0,0,0,1,High,High Floor
house,independent,sector 56,7.5,23148.0,8,8,3+,Relatively New,3240.0,1,1,0,1,0,2,Medium,Mid Floor
flat,krrish florence estate,sector 70,1.65,7765.0,3,4,3+,New Property,1923.0,1,1,0,0,0,0,Medium,High Floor
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,Moderately Old,2592.0,0,1,0,0,1,1,High,Low Floor
flat,tulip violet,sector 69,1.38,8973.0,3,3,1,Relatively New,1392.0,0,0,0,0,0,0,High,High Floor
house,independent,sector 69,0.8,10485.0,1,1,0,New Property,763.0,0,0,0,0,0,0,Low,Low Floor
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,New Property,998.0,1,0,0,0,1,0,High,Mid Floor
flat,green homes,sector 52,1.85,7872.0,3,3,3,Moderately Old,2127.0,0,1,0,0,0,0,Low,High Floor
flat,umang monsoon breeze,sector 78,0.75,6053.0,2,2,1,Moderately Old,1239.0,0,0,0,0,0,0,Low,Mid Floor
flat,pareena coban residences,sector 99,1.3,6510.0,3,3,0,New Property,1997.0,0,0,0,0,0,0,Low,High Floor
flat,signature global park,sohna road,0.54,7248.0,2,1,3,New Property,828.0,0,0,0,0,0,0,Medium,Low Floor
flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,New Property,610.0,0,0,0,0,0,0,Medium,Mid Floor
flat,m3m heights,sector 65,2.0,13957.0,2,2,2,Relatively New,1433.0,0,0,0,0,0,0,Medium,High Floor
flat,pareena coban residences,sector 99,1.32,6610.0,3,5,3,New Property,1737.0,0,1,0,0,0,0,High,High Floor
flat,experion windchants,sector 112,5.49,11585.0,4,5,3+,Relatively New,3655.35,0,1,0,0,0,1,High,Mid Floor
flat,smart world gems,sector 89,1.0,9009.0,2,2,3,New Property,1233.0,1,0,0,0,1,0,High,Mid Floor
flat,supertech araville,sector 79,1.0,6536.0,2,2,3,Relatively New,1700.0,1,0,0,0,0,0,Low,Mid Floor
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,New Property,998.0,1,0,0,0,1,0,Medium,Low Floor
house,sector 57 huda,sector 57,3.8,26063.0,8,8,3+,Relatively New,1458.0,0,0,1,1,0,1,High,Mid Floor
flat,sare homes,sector 92,0.65,4587.0,3,3,2,Relatively New,1574.0,0,0,0,0,0,0,Low,Mid Floor
flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,3,3,3,Under Construction,1535.0,0,0,0,1,1,0,Medium,Low Floor
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,Relatively New,4500.0,1,1,0,1,1,0,Medium,Mid Floor
flat,ramprastha skyz,sector 37d,1.25,7251.0,3,3,3+,Under Construction,1725.0,0,0,0,0,0,0,Low,Low Floor
flat,my home,sector 110,0.28,3167.0,2,1,1,Relatively New,1000.0,0,0,0,0,1,0,Low,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,2,2,3,Relatively New,1009.0,0,0,1,0,0,0,High,Low Floor
house,dlf city plot phase 4,sector 28,13.0,17931.0,10,10,3+,Relatively New,8056.0,0,0,0,0,0,0,Low,Low Floor
flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,Relatively New,2500.0,0,1,0,1,1,1,High,High Floor
flat,godrej summit,sector 104,1.35,5015.0,4,5,3+,Relatively New,2991.0,1,1,1,1,0,0,High,Low Floor
flat,tulip monsella,sector 53,8.25,28004.0,3,4,3,Under Construction,2661.0,0,1,0,0,0,2,Medium,High Floor
house,independent,sector 5,0.85,8500.0,1,1,0,Relatively New,1000.0,0,0,0,0,0,0,Low,Low Floor
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3,3,3,Moderately Old,1304.0,0,0,0,0,0,0,High,Low Floor
flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,Moderately Old,1100.0,0,0,0,0,0,0,Low,Mid Floor
house,independent,sector 7,0.69,9103.0,1,1,1,Old Property,758.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 40,5.0,21124.0,9,9,3+,Moderately Old,2367.0,0,1,1,0,0,1,Medium,Mid Floor
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,Moderately Old,1668.0,0,1,0,1,0,0,High,High Floor
flat,emaar mgf the enclave,sector 66,2.1,12353.0,3,4,2,Relatively New,1800.0,0,1,0,0,0,1,High,High Floor
flat,m3m skycity,sector 65,3.0,16411.0,3,3,3,Under Construction,1828.0,0,0,0,0,0,0,High,High Floor
flat,dlf regal gardens,sector 90,1.7,7222.0,4,4,3+,Moderately Old,2005.0,0,1,0,0,0,0,Medium,High Floor
flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3,Relatively New,1549.0,0,1,0,0,0,1,High,High Floor
flat,smart world orchard,sector 61,1.85,14800.0,2,2,2,New Property,1389.0,0,0,0,0,0,0,Medium,Mid Floor
flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3+,Relatively New,3000.0,1,1,0,1,0,1,High,High Floor
house,independent,sector 26,5.8,12838.0,4,4,3+,Old Property,4518.0,0,0,0,0,0,0,Medium,Mid Floor
flat,godrej nature plus,sector 33,1.1,7971.0,2,2,2,Under Construction,1533.0,0,0,0,0,0,0,Medium,High Floor
house,independent,sector 5,1.5,5000.0,6,1,0,New Property,3000.0,0,0,0,0,0,0,Low,Low Floor
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,Relatively New,1325.0,0,0,0,0,0,0,Medium,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.0,3,3,3+,Relatively New,1456.0,0,0,1,0,0,0,High,Low Floor
house,signature global park,sohna road,0.85,7589.0,3,2,2,Under Construction,1120.0,0,0,0,0,0,0,Low,Low Floor
house,anamika enclave,sector 12,6.0,14493.0,9,9,3+,Old Property,9000.0,0,0,0,0,0,0,Low,Mid Floor
house,sector 14 rwa,sector 14,6.5,20635.0,4,4,3+,Moderately Old,3150.0,0,0,0,0,0,0,Low,Low Floor
flat,sare homes,sector 92,1.18,5207.0,4,4,3,Relatively New,2518.0,0,1,0,0,0,0,High,High Floor
flat,paras dews,sector 106,1.15,7419.0,3,3,3,Relatively New,1650.0,0,1,0,1,0,1,High,High Floor
flat,wings apartment,sector 9,1.2,6667.0,4,3,2,Moderately Old,2000.0,0,0,0,0,0,1,Low,Mid Floor
flat,gls arawali homes,sohna road,0.28,5983.0,2,2,2,Relatively New,520.0,0,0,0,0,0,0,Medium,Mid Floor
house,independent,sector 23,2.7,18621.0,5,5,2,Old Property,1450.0,0,0,0,0,0,1,Low,Mid Floor
flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,New Property,2018.0,0,0,1,0,0,0,High,High Floor
flat,raheja sampada,sector 92,0.7,4453.0,3,3,0,Relatively New,1572.0,0,0,0,0,0,0,Low,High Floor
house,independent,sector 6,1.0,4630.0,6,4,0,Moderately Old,240.0,0,0,0,0,0,0,Low,Mid Floor
house,independent,sector 53,4.0,17778.0,5,5,2,Relatively New,2250.0,1,0,0,0,0,0,Low,Mid Floor
house,bhim garh kheri,sector 3,0.75,6410.0,4,2,2,Old Property,1170.0,0,0,0,0,0,0,Low,Low Floor
flat,gls arawali homes,sohna road,0.28,4938.0,2,2,2,Relatively New,500.0,0,0,0,0,0,1,Medium,Mid Floor
house,independent,sector 28,4.5,13889.0,4,4,0,Relatively New,3240.0,0,0,0,0,0,0,Low,Mid Floor
flat,godrej summit,sector 104,0.85,6894.0,2,2,3,Relatively New,1611.0,1,0,0,0,1,0,Medium,High Floor
house,spaze privy,sector 72,3.09,6981.0,5,5,3+,Relatively New,3653.0,0,1,0,0,0,1,Low,High Floor
flat,conscient habitat,sector 99,0.35,6422.0,2,2,1,Relatively New,606.0,0,0,0,0,0,0,Medium,Mid Floor
flat,bptp mansions park prime,sector 66,3.0,10854.0,4,4,3,Relatively New,2700.0,1,1,0,1,1,1,High,Mid Floor
flat,unitech uniworld gardens,sector 47,1.05,10532.0,2,2,2,Relatively New,1108.0,0,0,0,0,0,1,Low,Mid Floor
house,unitech nirvana birch court,sector 50,7.1,31430.0,3,3,3,Moderately Old,2259.0,0,1,0,0,0,0,Medium,Low Floor
house,sector 38 rwa,sector 38,4.3,28782.0,9,9,3+,Relatively New,1494.0,0,0,0,1,1,1,Medium,Mid Floor
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,New Property,1100.0,0,0,0,0,1,0,Medium,High Floor
flat,sbtl caladium,sector 109,1.6,6287.0,3,3,3,Relatively New,2303.0,0,1,0,0,0,0,Medium,High Floor
flat,emaar palm heights,sector 77,1.75,11667.0,3,3,3+,Relatively New,1900.0,0,1,0,0,0,0,High,High Floor
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3,3,2,New Property,195.0,0,0,0,0,0,0,Low,Low Floor
flat,ats triumph,sector 104,1.95,8515.0,3,3,3+,New Property,2544.0,0,1,0,0,0,0,Medium,Mid Floor
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4,4,3,Relatively New,3222.0,0,1,0,0,0,0,Low,High Floor
house,independent,sector 45,8.5,26235.0,5,4,2,Moderately Old,3240.0,0,1,0,1,0,1,Medium,Low Floor
flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,Under Construction,991.0,0,0,0,0,1,0,Low,High Floor
flat,m3m sky lofts,sector 71,0.9,13177.0,1,1,0,New Property,683.0,0,0,0,0,0,0,Medium,High Floor
flat,central park flower valley,sector 33,2.3,12778.0,4,4,3+,New Property,2000.0,0,1,0,1,0,0,Medium,Mid Floor
house,ashok vihar phase 3 gurgaon,sector 5,0.95,8879.0,4,3,2,Old Property,1070.0,0,0,0,0,0,0,Low,Low Floor
flat,ramsons kshitij,sector 95,0.35,5495.0,2,2,0,New Property,637.0,0,0,0,0,0,0,Low,Mid Floor
flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,Relatively New,3200.0,0,1,0,0,0,1,High,High Floor
flat,signature global grand iva,sector 103,0.23,6534.0,1,1,1,Relatively New,400.0,0,0,0,0,0,0,Low,Mid Floor
flat,m3m heights,sector 65,2.78,15200.0,3,3,3,Relatively New,1829.0,0,0,0,0,0,0,Medium,High Floor
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,Relatively New,1833.0,0,1,0,0,0,1,Medium,High Floor
flat,signature global synera,sector 81,0.49,6667.0,2,2,3,Relatively New,700.0,0,0,0,0,0,0,High,Mid Floor
house,central park flower valley cerise floors,sector 33,1.35,11157.0,2,2,2,New Property,1210.0,1,0,0,0,0,2,High,Mid Floor
house,independent,sector 14,6.4,20317.0,6,6,3+,Old Property,3150.0,0,0,0,0,1,0,Medium,Mid Floor
flat,m3m sierra 68,sector 68,1.1,8987.0,2,2,3,Relatively New,1150.0,0,0,0,0,0,1,High,Low Floor
flat,tulip violet,sector 69,1.3,8447.0,3,3,1,Relatively New,1392.0,0,0,0,1,0,1,High,High Floor
flat,m3m capital,sector 113,2.9,12620.0,4,4,3+,Under Construction,2553.0,1,1,0,0,0,0,Medium,High Floor
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,Old Property,1600.0,0,0,0,0,0,1,High,Low Floor
house,independent,sector 43,2.55,13178.0,3,3,2,Relatively New,1935.0,0,0,0,0,0,1,Medium,Mid Floor
flat,dlf the arbour,sector 63,8.5,21519.0,4,4,0,New Property,3950.0,0,0,0,0,0,0,Medium,High Floor
flat,raheja vedaanta,sector 108,0.65,4762.0,2,2,2,Relatively New,1235.0,0,0,0,1,0,1,High,Mid Floor
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,Relatively New,2998.0,0,1,0,0,0,0,Medium,High Floor
flat,antriksh heights,sector 84,0.88,4822.0,3,3,3,Relatively New,1652.0,0,0,0,1,0,0,Medium,High Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2,2,2,New Property,1145.0,0,0,0,0,0,0,High,High Floor
flat,bptp terra,sector 37d,1.4,7731.0,3,3,3,Relatively New,1711.0,0,0,0,0,0,1,High,Mid Floor
house,independent,sector 3,0.68,3875.0,5,3,0,Moderately Old,1755.0,0,0,0,0,0,0,Low,Low Floor
flat,sare homes,sector 92,0.71,5354.0,3,3,3,Relatively New,1473.0,0,0,0,1,0,0,High,Low Floor
flat,dlf belvedere towers,sector 25,3.7,17619.0,4,4,3,Old Property,2333.0,0,1,0,0,0,1,Low,High Floor
flat,silverglades the melia,sohna road,0.91,6801.0,2,2,3,New Property,1222.0,1,0,0,0,0,0,Medium,Low Floor
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,Moderately Old,2986.0,0,1,0,0,0,0,High,Low Floor
flat,dlf the ultima,sector 81,2.2,10476.0,3,4,3+,Relatively New,1900.0,0,1,0,0,0,2,Medium,High Floor
house,independent,sector 11,4.0,19753.0,5,4,1,Moderately Old,2025.0,0,0,0,0,0,0,Low,Low Floor
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,Relatively New,1765.0,0,1,0,0,1,0,Medium,High Floor
flat,imperia the esfera,sector 37,0.99,5455.0,3,5,3+,Relatively New,1400.0,0,1,0,0,0,0,Medium,Mid Floor
house,independent,sector 56,2.95,20233.0,2,2,0,Moderately Old,1458.0,0,0,0,0,0,0,Low,Low Floor
flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,Relatively New,1086.0,0,0,0,0,0,0,Medium,High Floor
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,Relatively New,1176.0,0,0,0,0,0,1,Medium,Low Floor
flat,sidhartha ncr greens,sector 95,0.6,5576.0,2,2,2,Relatively New,974.0,1,0,0,0,0,0,Low,High Floor
house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,Moderately Old,2500.0,0,0,0,0,0,0,Low,Mid Floor
house,independent,sector 2,1.0,8230.0,9,7,3+,Moderately Old,1215.0,0,0,0,1,0,0,Low,Mid Floor
flat,the roselia 2,sector 95,0.45,6475.0,2,2,2,New Property,695.0,0,0,0,0,0,0,Low,High Floor
flat,sare homes,sector 92,0.5,4237.0,3,3,2,Relatively New,1068.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 22,4.75,20068.0,7,5,3+,Old Property,2367.0,0,0,0,1,1,1,Medium,Mid Floor
house,international city by sobha phase 1,sector 109,6.0,24691.0,4,4,3+,Relatively New,2430.0,1,1,1,1,0,0,High,Low Floor
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,Relatively New,1350.0,0,0,0,1,0,1,High,Low Floor
flat,dlf the skycourt,sector 86,1.59,8243.0,3,3,3,Relatively New,1700.0,0,0,0,0,1,1,High,High Floor
house,independent,sector 25,6.5,36111.0,4,4,3+,Moderately Old,1800.0,1,1,1,1,0,0,Medium,Low Floor
flat,emaar mgf palm studios,sector 66,1.7,13503.0,2,2,2,Relatively New,1072.0,0,0,0,0,1,0,High,High Floor
flat,sobha city,sector 108,2.6,15196.0,3,3,2,New Property,1711.0,0,0,0,0,0,0,Medium,High Floor
house,suncity essel towers,sector 28,8.95,17900.0,5,6,3+,Moderately Old,5000.0,0,0,0,0,0,0,Low,Mid Floor
flat,sare crescent parc,sector 92,1.44,7069.0,4,4,3,Relatively New,2267.0,0,0,0,0,0,0,Medium,High Floor
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,Relatively New,1860.0,0,0,0,0,1,1,High,High Floor
flat,signature global park 4,sector 36,1.0,9901.0,3,2,3,New Property,1122.0,0,0,0,0,0,0,High,Low Floor
house,eldeco mansionz,sector 48,4.95,20599.0,7,7,3+,Old Property,2403.0,1,1,1,1,0,1,High,Low Floor
flat,hector trimurti heights,sector 39,1.5,6383.0,4,3,3,Old Property,2611.0,0,1,0,0,0,2,Medium,High Floor
flat,umang winter hills,sector 77,0.86,6408.0,2,2,2,New Property,1214.0,0,0,0,0,0,1,Medium,High Floor
flat,ireo skyon,sector 60,2.15,23344.0,2,3,2,Relatively New,1250.0,0,1,0,0,0,1,Medium,Mid Floor
house,independent,sector 26,12.5,38580.0,5,5,3+,Old Property,3240.0,1,1,1,1,0,1,Medium,Low Floor
flat,signature global park,sohna road,0.65,5637.0,2,2,2,Relatively New,1043.0,0,0,0,1,0,0,High,Low Floor
flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,Moderately Old,2667.0,0,1,0,0,0,1,Medium,High Floor
flat,ss the leaf,sector 85,1.11,6852.0,2,2,3,Relatively New,1630.0,0,0,1,0,0,0,High,High Floor
house,dlf city plots phase 2,sector 25,4.25,31481.0,3,2,3,Old Property,1350.0,1,0,0,0,0,0,Medium,Low Floor
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,Relatively New,1600.0,1,1,0,0,0,1,Medium,Mid Floor
flat,vatika gurgaon,sector 83,0.78,6265.0,2,2,2,Relatively New,850.0,1,0,0,1,0,1,High,Mid Floor
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,Relatively New,1394.0,1,0,0,0,0,0,Low,High Floor
house,spaze privy,sector 72,3.1,8486.0,5,5,3+,Relatively New,3653.0,0,0,0,0,0,0,Low,High Floor
flat,dlf new town heights,sector 91,2.0,6966.0,4,4,3+,Moderately Old,2468.0,1,1,0,1,0,0,Medium,High Floor
flat,shree vardhman victoria,sector 70,1.64,8384.0,3,5,3,Relatively New,1527.0,0,1,0,0,0,0,Medium,Mid Floor
flat,jammu and kashmir bank employees cghs,sector 9,0.94,6065.0,3,3,2,Moderately Old,1722.0,0,0,0,0,0,1,Medium,Mid Floor
flat,experion the heartsong,sector 108,2.08,9905.0,4,4,3+,Relatively New,2631.0,0,1,0,0,0,0,High,Mid Floor
house,independent,sector 81,0.89,8128.0,1,1,0,Relatively New,1095.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 26,18.25,18250.0,7,9,3+,Relatively New,11111.0,1,1,1,1,0,1,Medium,Mid Floor
flat,ss the leaf,sector 85,2.13,7575.0,4,4,3,Relatively New,2600.0,0,0,0,0,0,0,Medium,Low Floor
flat,raheja sampada,sector 92,0.65,4745.0,3,2,3,Relatively New,1240.0,0,0,0,0,0,0,Medium,High Floor
flat,signature global city 63a,sector 63a,1.65,15264.0,2,2,2,Under Construction,978.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 25,9.9,29333.0,5,5,2,Moderately Old,3375.0,0,0,0,1,0,1,High,Low Floor
house,independent,sector 25,10.0,37037.0,5,6,3,Old Property,2700.0,0,1,1,0,0,1,Medium,Mid Floor
flat,emaar imperial gardens,sector 102,2.05,9875.0,3,4,3+,Relatively New,2250.0,0,1,0,0,0,0,High,High Floor
flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,Relatively New,1105.0,0,0,0,0,0,2,High,High Floor
flat,pyramid urban homes 2,sector 86,0.6,8000.0,3,2,2,New Property,833.0,0,0,0,0,0,0,Low,Low Floor
flat,sobha city,sector 108,3.95,16859.0,3,4,2,Relatively New,2343.0,0,1,0,0,0,0,Medium,High Floor
flat,breez global heights,sohna road,0.4,6689.0,2,2,2,Relatively New,762.0,0,0,0,0,0,0,Medium,High Floor
flat,ansal heights 86,sector 86,0.9,5325.0,3,3,2,New Property,1690.0,0,0,0,0,0,0,Low,High Floor
flat,signature andour heights,sector 71,0.37,7400.0,1,1,2,Relatively New,425.0,0,0,0,0,0,1,Medium,Low Floor
house,independent,sector 24,6.5,22855.0,4,4,2,Old Property,2844.0,0,0,0,1,0,0,Medium,Low Floor
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833.0,4,4,3,Relatively New,1939.0,0,1,0,0,0,0,Medium,High Floor
house,independent,sector 56,4.0,26613.0,4,4,3+,Relatively New,1503.0,0,0,0,0,0,1,Low,Low Floor
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,Moderately Old,11111.0,0,1,0,0,0,0,Medium,High Floor
flat,ats tourmaline,sector 109,1.5,8571.0,3,3,3+,Relatively New,1466.0,0,0,0,0,0,0,High,High Floor
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,Relatively New,950.0,0,0,0,0,0,1,High,Low Floor
flat,aipl zen residences,sector 70a,1.65,13074.0,2,2,3,New Property,1142.0,0,0,0,0,0,0,Medium,High Floor
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3+,Relatively New,1983.0,0,1,0,0,0,0,Low,High Floor
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,Relatively New,1489.0,0,0,0,0,0,1,Medium,Low Floor
flat,ss the leaf,sector 85,2.1,8721.0,3,4,3+,Relatively New,2026.0,0,1,0,0,0,0,High,High Floor
house,ansals palam vihar,sector 2,2.68,17213.0,4,3,2,Moderately Old,1557.0,0,0,1,0,0,1,Medium,Mid Floor
flat,indiabulls enigma,sector 110,4.1,10567.0,5,5,2,Relatively New,3500.0,0,1,0,0,0,0,High,High Floor
flat,ss the leaf,sector 85,2.1,7468.0,4,4,3,Relatively New,2600.0,1,1,0,1,0,0,Medium,High Floor
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,New Property,1167.0,0,0,0,0,0,1,Medium,Low Floor
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,Relatively New,3150.0,0,1,1,0,0,1,High,Mid Floor
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,Relatively New,2545.0,0,1,0,0,0,0,Low,High Floor
house,not applicable,sector 11,2.2,12222.0,4,3,2,Old Property,1800.0,1,0,0,1,0,0,Low,Low Floor
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,Relatively New,1584.0,0,0,0,0,1,0,Medium,High Floor
flat,imperia the esfera,sector 37,0.85,5387.0,2,3,3,Relatively New,1442.0,1,0,0,0,0,0,Medium,High Floor
flat,tulip violet,sector 69,1.38,8967.0,3,3,1,Relatively New,1392.0,0,0,0,1,0,0,Medium,High Floor
